price,location,detail
270 000AZN,Nəriman Nərimanov m.,2 otaqlı84 m²8/14 mərtəbə
358 000AZN,Nəsimi r.,3 otaqlı126 m²9/16 mərtəbə
213 333AZN,Nardaran q.,1 otaqlı41.8 m²1/4 mərtəbə
155 000AZN,8-ci mikrorayon q.,2 otaqlı65 m²5/9 mərtəbə
265 000AZN,8 Noyabr m.,4 otaqlı110 m²3/19 mərtəbə
485 000AZN,Gənclik m.,4 otaqlı178 m²15/18 mərtəbə
255 000AZN,Yeni Yasamal q.,3 otaqlı117 m²10/12 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı90 m²16/20 mərtəbə
339 000AZN,Nəriman Nərimanov m.,3 otaqlı94 m²16/17 mərtəbə
220 000AZN,Azadlıq Prospekti m.,3 otaqlı105 m²17/17 mərtəbə
345 000AZN,Sahil m.,5 otaqlı137 m²5/5 mərtəbə
153 000AZN,Əhmədli m.,3 otaqlı80 m²5/18 mərtəbə
125 000AZN,Yeni Günəşli q.,3 otaqlı80 m²5/9 mərtəbə
98 000AZN,Bakıxanov q.,1 otaqlı51 m²9/19 mərtəbə
310 000AZN,8 Noyabr m.,3 otaqlı148 m²26/27 mərtəbə
170 000AZN,Yasamal r.,2 otaqlı60 m²7/9 mərtəbə
159 000AZN,Nəsimi m.,2 otaqlı65 m²7/9 mərtəbə
120 000AZN,Nəsimi m.,3 otaqlı60 m²18/18 mərtəbə
295 000AZN,Əhmədli m.,3 otaqlı110 m²11/16 mərtəbə
232 165AZN,20 Yanvar m.,3 otaqlı78.7 m²2/20 mərtəbə
209 000AZN,Nərimanov r.,3 otaqlı70 m²2/5 mərtəbə
240 000AZN,Şah İsmayıl Xətai m.,2 otaqlı75 m²14/16 mərtəbə
136 697AZN,20 Yanvar m.,2 otaqlı47.3 m²20/20 mərtəbə
727 820AZN,Nizami m.,4 otaqlı241 m²3/16 mərtəbə
67 500AZN,20-ci sahə q.,3 otaqlı100 m²1/1 mərtəbə
270 000AZN,Yasamal r.,4 otaqlı145 m²2/9 mərtəbə
305 000AZN,Nizami m.,3 otaqlı130 m²11/18 mərtəbə
365 000AZN,Şah İsmayıl Xətai m.,4 otaqlı155 m²4/17 mərtəbə
119 000AZN,Qaraçuxur q.,2 otaqlı70 m²4/9 mərtəbə
157 000AZN,İnşaatçılar m.,2 otaqlı68 m²14/20 mərtəbə
355 000AZN,Nəriman Nərimanov m.,3 otaqlı118 m²4/17 mərtəbə
216 500AZN,Azadlıq Prospekti m.,2 otaqlı87 m²11/17 mərtəbə
210 000AZN,28 May m.,2 otaqlı85.9 m²5/16 mərtəbə
476 000AZN,Şah İsmayıl Xətai m.,3 otaqlı118 m²3/8 mərtəbə
605 000AZN,Nəriman Nərimanov m.,4 otaqlı182 m²16/18 mərtəbə
255 000AZN,Nardaran q.,2 otaqlı75 m²6/8 mərtəbə
216 425AZN,20 Yanvar m.,3 otaqlı78.7 m²3/20 mərtəbə
210 000AZN,28 May m.,2 otaqlı85.9 m²5/16 mərtəbə
789 940AZN,Nizami m.,5 otaqlı254 m²14/16 mərtəbə
160 000AZN,Əhmədli m.,2 otaqlı75 m²13/19 mərtəbə
558 496AZN,Yasamal q.,4 otaqlı174.5 m²5/16 mərtəbə
134 000AZN,Biləcəri q.,3 otaqlı78 m²3/9 mərtəbə
360 000AZN,Şah İsmayıl Xətai m.,3 otaqlı152 m²14/17 mərtəbə
441 792AZN,Yasamal r.,3 otaqlı138.1 m²6/14 mərtəbə
1 616 400AZN,Nizami m.,8 otaqlı449 m²15/16 mərtəbə
235 000AZN,8 Noyabr m.,3 otaqlı105 m²16/18 mərtəbə
516 600AZN,Nizami m.,3 otaqlı164 m²16/16 mərtəbə
370 650AZN,Yasamal r.,3 otaqlı123.5 m²6/14 mərtəbə
1 372 700AZN,Nizami m.,5 otaqlı371 m²15/16 mərtəbə
110 000AZN,Yeni Yasamal q.,2 otaqlı52 m²2/19 mərtəbə
160 000AZN,Memar Əcəmi m.,3 otaqlı75 m²4/5 mərtəbə
280 000AZN,İnşaatçılar m.,4 otaqlı160 m²15/16 mərtəbə
185 000AZN,Şah İsmayıl Xətai m.,2 otaqlı54 m²9/16 mərtəbə
211 110AZN,Yasamal q.,1 otaqlı70.3 m²6/16 mərtəbə
120 000AZN,Həzi Aslanov m.,3 otaqlı60 m²1/9 mərtəbə
300 000AZN,Xətai r.,3 otaqlı165 m²14/22 mərtəbə
215 000AZN,Elmlər Akademiyası m.,1 otaqlı42 m²5/16 mərtəbə
310 000AZN,Bayıl q.,3 otaqlı117 m²11/16 mərtəbə
398 000AZN,28 May m.,3 otaqlı155 m²7/16 mərtəbə
330 000AZN,Şah İsmayıl Xətai m.,3 otaqlı135 m²8/16 mərtəbə
545 000AZN,Nərimanov r.,4 otaqlı237 m²3/17 mərtəbə
415 000AZN,Şah İsmayıl Xətai m.,4 otaqlı202.5 m²17/25 mərtəbə
197 000AZN,Azadlıq Prospekti m.,3 otaqlı80 m²5/5 mərtəbə
351 000AZN,28 May m.,3 otaqlı135 m²7/16 mərtəbə
830 000AZN,Ağ şəhər q.,5 otaqlı220 m²14/20 mərtəbə
647 500AZN,Nizami m.,3 otaqlı185 m²9/18 mərtəbə
219 000AZN,Nəsimi r.,2 otaqlı68 m²18/21 mərtəbə
202 000AZN,20 Yanvar m.,2 otaqlı76 m²5/11 mərtəbə
289 000AZN,Nərimanov r.,3 otaqlı80 m²9/17 mərtəbə
878 000AZN,Nəriman Nərimanov m.,7 otaqlı515 m²17/18 mərtəbə
400 000AZN,Səbail r.,1 otaqlı48 m²3/5 mərtəbə
485 000AZN,Nardaran q.,3 otaqlı127.3 m²3/6 mərtəbə
336 330AZN,28 May m.,2 otaqlı90.9 m²12/16 mərtəbə
290 000AZN,Xalqlar Dostluğu m.,4 otaqlı128 m²4/9 mərtəbə
189 000AZN,Şah İsmayıl Xətai m.,2 otaqlı65 m²9/16 mərtəbə
576 000AZN,28 May m.,2 otaqlı128 m²5/17 mərtəbə
336 330AZN,28 May m.,2 otaqlı90.9 m²11/16 mərtəbə
336 330AZN,28 May m.,2 otaqlı90.9 m²10/16 mərtəbə
289 000AZN,Elmlər Akademiyası m.,3 otaqlı110 m²6/15 mərtəbə
385 000AZN,Şah İsmayıl Xətai m.,3 otaqlı143 m²16/20 mərtəbə
336 330AZN,28 May m.,2 otaqlı90.9 m²9/16 mərtəbə
155 000AZN,Əhmədli m.,2 otaqlı65 m²12/14 mərtəbə
118 000AZN,Elmlər Akademiyası m.,1 otaqlı32 m²3/5 mərtəbə
336 330AZN,28 May m.,2 otaqlı90.9 m²8/16 mərtəbə
98 000AZN,Memar Əcəmi m.,2 otaqlı40 m²3/5 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²2/16 mərtəbə
285 000AZN,28 May m.,2 otaqlı89 m²4/12 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²3/16 mərtəbə
265 000AZN,Memar Əcəmi m.,3 otaqlı110 m²10/18 mərtəbə
285 000AZN,İnşaatçılar m.,3 otaqlı130 m²6/16 mərtəbə
390 000AZN,İnşaatçılar m.,3 otaqlı200 m²2/10 mərtəbə
517 752AZN,Nardaran q.,3 otaqlı169.2 m²1/8 mərtəbə
210 000AZN,28 May m.,2 otaqlı51 m²6/17 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı92 m²16/20 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²8/16 mərtəbə
335 000AZN,Şah İsmayıl Xətai m.,3 otaqlı94 m²14/16 mərtəbə
153 000AZN,Binəqədi q.,3 otaqlı121 m²4/5 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²9/16 mərtəbə
330 000AZN,28 May m.,3 otaqlı145 m²5/14 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²16/16 mərtəbə
275 000AZN,İnşaatçılar m.,3 otaqlı126 m²7/18 mərtəbə
290 000AZN,Elmlər Akademiyası m.,3 otaqlı91 m²14/19 mərtəbə
92 500AZN,Yeni Günəşli q.,2 otaqlı60 m²2/3 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²13/16 mərtəbə
720 000AZN,Yasamal q.,8 otaqlı420 m²6/6 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²11/16 mərtəbə
345 000AZN,Nəsimi r.,3 otaqlı101 m²12/16 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²12/16 mərtəbə
515 000AZN,Ağ şəhər q.,3 otaqlı103 m²6/7 mərtəbə
315 020AZN,28 May m.,2 otaqlı82.9 m²10/16 mərtəbə
169 000AZN,Xalqlar Dostluğu m.,3 otaqlı78.9 m²8/17 mərtəbə
305 000AZN,28 May m.,3 otaqlı128 m²16/17 mərtəbə
276 120AZN,28 May m.,2 otaqlı70.8 m²7/16 mərtəbə
350 000AZN,8 Noyabr m.,2 otaqlı106 m²15/17 mərtəbə
276 120AZN,28 May m.,2 otaqlı70.8 m²3/16 mərtəbə
180 000AZN,Nərimanov r.,2 otaqlı69.1 m²8/21 mərtəbə
215 000AZN,Memar Əcəmi m.,3 otaqlı95 m²9/18 mərtəbə
276 000AZN,Nərimanov r.,3 otaqlı78 m²7/18 mərtəbə
207 500AZN,Dərnəgül m.,3 otaqlı87 m²8/9 mərtəbə
539 188AZN,Ağ şəhər q.,2 otaqlı90.6 m²7/7 mərtəbə
355 000AZN,Nardaran q.,2 otaqlı107 m²2/7 mərtəbə
136 600AZN,Biləcəri q.,2 otaqlı60 m²6/9 mərtəbə
165 000AZN,28 May m.,3 otaqlı58 m²7/16 mərtəbə
148 000AZN,20 Yanvar m.,2 otaqlı47 m²12/19 mərtəbə
550 000AZN,28 May m.,4 otaqlı208 m²16/21 mərtəbə
95 000AZN,Hövsan q.,2 otaqlı60 m²5/9 mərtəbə
187 000AZN,İnşaatçılar m.,3 otaqlı107 m²14/17 mərtəbə
124 000AZN,İnşaatçılar m.,2 otaqlı53 m²7/9 mərtəbə
125 000AZN,8 Noyabr m.,1 otaqlı47 m²4/5 mərtəbə
102 000AZN,Zabrat q.,3 otaqlı85 m²4/9 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²10/19 mərtəbə
215 000AZN,Gənclik m.,2 otaqlı54 m²19/20 mərtəbə
398 000AZN,Gənclik m.,3 otaqlı109.1 m²16/20 mərtəbə
287 000AZN,20 Yanvar m.,4 otaqlı127 m²9/18 mərtəbə
150 000AZN,Nəriman Nərimanov m.,1 otaqlı67 m²17/19 mərtəbə
350 000AZN,İnşaatçılar m.,3 otaqlı100 m²15/19 mərtəbə
292 000AZN,Şah İsmayıl Xətai m.,3 otaqlı123.2 m²16/17 mərtəbə
695 000AZN,Nəsimi r.,4 otaqlı215 m²10/14 mərtəbə
299 000AZN,Nəriman Nərimanov m.,3 otaqlı116 m²13/15 mərtəbə
95 000AZN,Xətai r.,2 otaqlı50 m²11/16 mərtəbə
125 000AZN,Sabunçu r.,3 otaqlı66 m²3/5 mərtəbə
465 000AZN,Həzi Aslanov q.,4 otaqlı200 m²16/20 mərtəbə
135 000AZN,Əhmədli m.,3 otaqlı80 m²9/9 mərtəbə
320 000AZN,Nərimanov r.,3 otaqlı128 m²6/17 mərtəbə
193 000AZN,İnşaatçılar m.,2 otaqlı100 m²17/17 mərtəbə
352 240AZN,Nardaran q.,2 otaqlı74 m²1/7 mərtəbə
305 000AZN,Nəsimi r.,3 otaqlı132 m²3/16 mərtəbə
240 000AZN,28 May m.,3 otaqlı162 m²3/16 mərtəbə
92 000AZN,İnşaatçılar m.,2 otaqlı36 m²9/9 mərtəbə
149 900AZN,Gənclik m.,2 otaqlı51 m²3/5 mərtəbə
345 000AZN,8 Noyabr m.,3 otaqlı140 m²7/12 mərtəbə
275 000AZN,Nizami m.,2 otaqlı100 m²16/18 mərtəbə
89 500AZN,Qaraçuxur q.,2 otaqlı40 m²1/9 mərtəbə
220 000AZN,20 Yanvar m.,3 otaqlı100 m²16/16 mərtəbə
180 000AZN,8 Noyabr m.,2 otaqlı85 m²4/17 mərtəbə
240 000AZN,Nəsimi m.,4 otaqlı120 m²2/9 mərtəbə
184 000AZN,20 Yanvar m.,2 otaqlı104 m²12/22 mərtəbə
234 000AZN,Nəriman Nərimanov m.,3 otaqlı130 m²6/19 mərtəbə
188 000AZN,İnşaatçılar m.,3 otaqlı71 m²17/17 mərtəbə
118 000AZN,20 Yanvar m.,2 otaqlı43 m²3/19 mərtəbə
170 000AZN,Gənclik m.,2 otaqlı60 m²8/9 mərtəbə
328 000AZN,Nəsimi r.,4 otaqlı100 m²3/8 mərtəbə
191 000AZN,Yeni Yasamal q.,3 otaqlı96 m²10/17 mərtəbə
194 000AZN,Nəsimi r.,2 otaqlı50 m²18/20 mərtəbə
200 000AZN,Memar Əcəmi m.,4 otaqlı83 m²1/5 mərtəbə
295 000AZN,8 Noyabr m.,3 otaqlı103 m²7/8 mərtəbə
100 000AZN,Nəsimi r.,2 otaqlı50 m²18/18 mərtəbə
653 594AZN,Ağ şəhər q.,3 otaqlı107.9 m²2/8 mərtəbə
190 000AZN,Elmlər Akademiyası m.,3 otaqlı87 m²3/5 mərtəbə
700 428AZN,Ağ şəhər q.,3 otaqlı115.8 m²4/8 mərtəbə
157 000AZN,İnşaatçılar m.,2 otaqlı70 m²14/19 mərtəbə
654 996AZN,Ağ şəhər q.,3 otaqlı101.3 m²5/7 mərtəbə
288 000AZN,Nəsimi r.,3 otaqlı77 m²16/20 mərtəbə
200 000AZN,Badamdar q.,2 otaqlı100.4 m²10/16 mərtəbə
130 000AZN,Yeni Yasamal q.,2 otaqlı103 m²6/12 mərtəbə
111 000AZN,9-cu mikrorayon q.,1 otaqlı42 m²3/9 mərtəbə
230 000AZN,Nəsimi r.,2 otaqlı92 m²9/10 mərtəbə
231 000AZN,Əhmədli m.,4 otaqlı140 m²17/17 mərtəbə
288 000AZN,Neftçilər m.,3 otaqlı140 m²4/16 mərtəbə
985 660AZN,Nardaran q.,3 otaqlı287 m²3/7 mərtəbə
1 087 320AZN,Nardaran q.,3 otaqlı296 m²2/7 mərtəbə
310 080AZN,Nardaran q.,1 otaqlı64 m²5/7 mərtəbə
450 500AZN,Nardaran q.,2 otaqlı100 m²3/7 mərtəbə
288 320AZN,Nardaran q.,1 otaqlı64 m²2/7 mərtəbə
350 030AZN,Nardaran q.,1 otaqlı71 m²6/7 mərtəbə
525 000AZN,Nizami m.,4 otaqlı225 m²21/24 mərtəbə
356 000AZN,28 May m.,3 otaqlı136 m²10/17 mərtəbə
325 000AZN,Nizami m.,3 otaqlı115 m²5/15 mərtəbə
148 000AZN,Badamdar q.,3 otaqlı63 m²5/13 mərtəbə
245 000AZN,Nəsimi r.,2 otaqlı86.6 m²17/20 mərtəbə
148 000AZN,Xalqlar Dostluğu m.,3 otaqlı60 m²5/9 mərtəbə
790 000AZN,Şah İsmayıl Xətai m.,5 otaqlı227 m²14/16 mərtəbə
200 000AZN,Nizami m.,2 otaqlı62 m²2/5 mərtəbə
196 000AZN,Nəsimi r.,2 otaqlı50 m²15/20 mərtəbə
215 000AZN,Gənclik m.,2 otaqlı54 m²3/20 mərtəbə
450 000AZN,Elmlər Akademiyası m.,4 otaqlı140 m²2/14 mərtəbə
160 000AZN,Memar Əcəmi m.,3 otaqlı75 m²4/5 mərtəbə
487 250AZN,28 May m.,4 otaqlı194.9 m²4/16 mərtəbə
400 000AZN,8 Noyabr m.,3 otaqlı145 m²14/27 mərtəbə
367 000AZN,Elmlər Akademiyası m.,3 otaqlı153 m²6/18 mərtəbə
195 000AZN,Şah İsmayıl Xətai m.,2 otaqlı62 m²19/21 mərtəbə
338 200AZN,Nəsimi r.,2 otaqlı89 m²2/16 mərtəbə
595 000AZN,Ağ şəhər q.,4 otaqlı157 m²13/20 mərtəbə
255 000AZN,Elmlər Akademiyası m.,3 otaqlı80 m²4/5 mərtəbə
275 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²12/16 mərtəbə
195 000AZN,Şah İsmayıl Xətai m.,2 otaqlı62 m²19/21 mərtəbə
127 000AZN,Memar Əcəmi m.,3 otaqlı45 m²2/5 mərtəbə
480 000AZN,Nəsimi r.,5 otaqlı265 m²5/17 mərtəbə
340 000AZN,Qara Qarayev m.,4 otaqlı179 m²3/16 mərtəbə
92 000AZN,Əhmədli q.,1 otaqlı50 m²2/10 mərtəbə
399 000AZN,8 Noyabr m.,4 otaqlı178 m²7/27 mərtəbə
263 000AZN,Nəriman Nərimanov m.,3 otaqlı105 m²7/17 mərtəbə
385 000AZN,Koroğlu m.,4 otaqlı176 m²5/19 mərtəbə
276 000AZN,Nəriman Nərimanov m.,3 otaqlı130 m²9/19 mərtəbə
223 000AZN,Əhmədli m.,3 otaqlı115 m²7/17 mərtəbə
180 000AZN,Qara Qarayev m.,2 otaqlı75 m²6/16 mərtəbə
142 000AZN,Əhmədli q.,3 otaqlı78 m²7/9 mərtəbə
48 000AZN,Masazır q.,2 otaqlı42 m²4/4 mərtəbə
375 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²13/17 mərtəbə
124 000AZN,Biləcəri q.,2 otaqlı80 m²7/15 mərtəbə
250 000AZN,Memar Əcəmi m.,3 otaqlı122 m²17/17 mərtəbə
174 500AZN,Nəriman Nərimanov m.,3 otaqlı78 m²4/6 mərtəbə
265 000AZN,Nizami m.,2 otaqlı85 m²5/18 mərtəbə
105 000AZN,Yasamal q.,1 otaqlı35 m²12/12 mərtəbə
98 000AZN,Masazır q.,3 otaqlı82 m²2/6 mərtəbə
499 000AZN,Elmlər Akademiyası m.,5 otaqlı205 m²7/14 mərtəbə
260 000AZN,Şah İsmayıl Xətai m.,2 otaqlı80 m²6/17 mərtəbə
390 000AZN,Elmlər Akademiyası m.,3 otaqlı148 m²11/27 mərtəbə
197 000AZN,Nəriman Nərimanov m.,2 otaqlı65 m²15/16 mərtəbə
430 800AZN,8 Noyabr m.,4 otaqlı179.5 m²3/16 mərtəbə
1 100 000AZN,Sahil m.,6 otaqlı240 m²3/4 mərtəbə
159 000AZN,Nizami m.,2 otaqlı54 m²5/14 mərtəbə
325 000AZN,Nəsimi r.,3 otaqlı145 m²7/16 mərtəbə
425 000AZN,Şah İsmayıl Xətai m.,3 otaqlı134 m²4/16 mərtəbə
350 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²16/17 mərtəbə
163 000AZN,28 May m.,2 otaqlı54 m²3/16 mərtəbə
186 000AZN,Əhmədli m.,3 otaqlı90 m²2/9 mərtəbə
127 000AZN,Həzi Aslanov m.,2 otaqlı62 m²18/19 mərtəbə
155 000AZN,Əhmədli m.,2 otaqlı85 m²5/19 mərtəbə
155 000AZN,Nərimanov r.,1 otaqlı52 m²8/16 mərtəbə
230 000AZN,Gənclik m.,4 otaqlı110 m²8/9 mərtəbə
400 000AZN,8 Noyabr m.,4 otaqlı160 m²4/14 mərtəbə
56 500AZN,Masazır q.,2 otaqlı35 m²1/6 mərtəbə
95 000AZN,Yeni Günəşli q.,2 otaqlı51 m²11/14 mərtəbə
122 500AZN,Yeni Yasamal q.,2 otaqlı58 m²3/20 mərtəbə
400 000AZN,Nəriman Nərimanov m.,4 otaqlı184 m²14/16 mərtəbə
250 000AZN,Biləcəri q.,4 otaqlı165 m²8/12 mərtəbə
214 000AZN,Bakıxanov q.,3 otaqlı103 m²10/22 mərtəbə
375 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²10/18 mərtəbə
189 000AZN,Sahil m.,2 otaqlı50 m²1/4 mərtəbə
600 000AZN,Ağ şəhər q.,4 otaqlı194 m²8/8 mərtəbə
185 000AZN,Neftçilər m.,2 otaqlı91 m²3/16 mərtəbə
355 000AZN,Nəriman Nərimanov m.,3 otaqlı135 m²7/18 mərtəbə
205 000AZN,Qara Qarayev m.,3 otaqlı85 m²13/17 mərtəbə
460 000AZN,Nizami m.,3 otaqlı173 m²14/24 mərtəbə
120 000AZN,Nəsimi r.,2 otaqlı45 m²2/2 mərtəbə
157 000AZN,Yeni Yasamal q.,2 otaqlı70 m²14/19 mərtəbə
280 000AZN,Elmlər Akademiyası m.,2 otaqlı90.7 m²8/17 mərtəbə
190 000AZN,İnşaatçılar m.,3 otaqlı86 m²16/17 mərtəbə
753 480AZN,Nizami m.,4 otaqlı276 m²3/16 mərtəbə
218 784AZN,Nərimanov r.,2 otaqlı91.2 m²7/14 mərtəbə
268 000AZN,Xətai r.,3 otaqlı80 m²15/17 mərtəbə
299 000AZN,Elmlər Akademiyası m.,2 otaqlı90 m²11/17 mərtəbə
500 000AZN,Nəriman Nərimanov m.,4 otaqlı160 m²7/8 mərtəbə
330 000AZN,Nəriman Nərimanov m.,3 otaqlı100 m²7/12 mərtəbə
229 000AZN,Nəriman Nərimanov m.,2 otaqlı68 m²14/14 mərtəbə
220 000AZN,Şah İsmayıl Xətai m.,2 otaqlı57 m²5/24 mərtəbə
175 000AZN,Badamdar q.,2 otaqlı70 m²8/17 mərtəbə
141 000AZN,Yeni Yasamal q.,2 otaqlı77.6 m²7/20 mərtəbə
105 000AZN,Hövsan q.,3 otaqlı77 m²10/12 mərtəbə
93 000AZN,Zabrat q.,4 otaqlı112 m²5/6 mərtəbə
200 000AZN,20 Yanvar m.,3 otaqlı90 m²16/20 mərtəbə
130 000AZN,Əhmədli m.,3 otaqlı128 m²6/6 mərtəbə
575 000AZN,28 May m.,4 otaqlı185 m²7/18 mərtəbə
173 500AZN,İnşaatçılar m.,3 otaqlı80 m²12/13 mərtəbə
173 500AZN,İnşaatçılar m.,3 otaqlı114 m²17/21 mərtəbə
195 000AZN,Əhmədli m.,2 otaqlı90 m²8/11 mərtəbə
127 000AZN,Masazır q.,4 otaqlı90 m²5/7 mərtəbə
147 000AZN,Şah İsmayıl Xətai m.,2 otaqlı52.3 m²13/18 mərtəbə
125 000AZN,Məmmədli q.,2 otaqlı78 m²5/15 mərtəbə
274 000AZN,Nəsimi r.,3 otaqlı110 m²1/10 mərtəbə
278 000AZN,Həzi Aslanov m.,4 otaqlı127 m²16/17 mərtəbə
94 000AZN,Binəqədi r.,1 otaqlı35 m²4/5 mərtəbə
278 000AZN,Nəsimi r.,3 otaqlı112.8 m²3/19 mərtəbə
135 000AZN,20 Yanvar m.,3 otaqlı45 m²11/20 mərtəbə
800 000AZN,Elmlər Akademiyası m.,4 otaqlı245 m²16/18 mərtəbə
73 000AZN,Masazır q.,4 otaqlı90 m²6/6 mərtəbə
145 000AZN,Qara Qarayev m.,2 otaqlı55 m²15/17 mərtəbə
524 944AZN,28 May m.,4 otaqlı187.5 m²7/16 mərtəbə
120 000AZN,20 Yanvar m.,2 otaqlı44 m²3/19 mərtəbə
247 000AZN,İnşaatçılar m.,3 otaqlı112 m²8/16 mərtəbə
367 000AZN,İnşaatçılar m.,4 otaqlı160 m²8/15 mərtəbə
218 000AZN,Azadlıq Prospekti m.,5 otaqlı120 m²2/5 mərtəbə
175 000AZN,Həzi Aslanov m.,3 otaqlı100 m²4/6 mərtəbə
350 000AZN,28 May m.,3 otaqlı115 m²8/19 mərtəbə
319 000AZN,İçəri Şəhər m.,3 otaqlı120 m²17/17 mərtəbə
149 000AZN,Əhmədli m.,3 otaqlı80 m²9/9 mərtəbə
285 000AZN,Nəsimi r.,4 otaqlı158 m²20/20 mərtəbə
480 000AZN,Neftçilər m.,5 otaqlı210 m²10/17 mərtəbə
235 000AZN,Şah İsmayıl Xətai m.,2 otaqlı86 m²11/17 mərtəbə
450 000AZN,Şah İsmayıl Xətai m.,3 otaqlı160 m²12/18 mərtəbə
1 200 000AZN,Nizami m.,7 otaqlı550 m²12/13 mərtəbə
208 000AZN,Memar Əcəmi m.,3 otaqlı80 m²2/13 mərtəbə
170 000AZN,Yasamal r.,2 otaqlı60 m²2/5 mərtəbə
524 000AZN,Nəriman Nərimanov m.,4 otaqlı202 m²5/17 mərtəbə
165 000AZN,Yasamal r.,1 otaqlı55 m²4/16 mərtəbə
269 000AZN,Elmlər Akademiyası m.,4 otaqlı100 m²5/5 mərtəbə
265 000AZN,28 May m.,2 otaqlı80 m²9/15 mərtəbə
828 833AZN,Ağ şəhər q.,3 otaqlı131.9 m²4/7 mərtəbə
370 000AZN,Elmlər Akademiyası m.,3 otaqlı86 m²5/18 mərtəbə
267 000AZN,Elmlər Akademiyası m.,3 otaqlı135 m²18/20 mərtəbə
128 000AZN,20 Yanvar m.,3 otaqlı45 m²5/5 mərtəbə
395 000AZN,Şah İsmayıl Xətai m.,4 otaqlı152.6 m²3/15 mərtəbə
176 500AZN,Dərnəgül m.,2 otaqlı70 m²8/12 mərtəbə
365 000AZN,Ağ şəhər q.,3 otaqlı95 m²2/6 mərtəbə
215 000AZN,8 Noyabr m.,2 otaqlı80 m²2/14 mərtəbə
400 000AZN,8 Noyabr m.,4 otaqlı160 m²4/14 mərtəbə
755 000AZN,Elmlər Akademiyası m.,4 otaqlı190 m²7/18 mərtəbə
92 000AZN,Yeni Yasamal q.,2 otaqlı35 m²9/9 mərtəbə
190 000AZN,Şah İsmayıl Xətai m.,2 otaqlı54 m²9/16 mərtəbə
430 000AZN,Nizami m.,4 otaqlı183.3 m²4/10 mərtəbə
197 000AZN,28 May m.,2 otaqlı60 m²4/14 mərtəbə
141 000AZN,Əhmədli m.,4 otaqlı100 m²8/9 mərtəbə
62 000AZN,Binəqədi r.,1 otaqlı51.5 m²14/15 mərtəbə
293 000AZN,Nərimanov r.,3 otaqlı110 m²8/14 mərtəbə
320 000AZN,Nəsimi r.,3 otaqlı133 m²3/16 mərtəbə
136 000AZN,Yeni Günəşli q.,3 otaqlı80 m²6/9 mərtəbə
320 000AZN,Qara Qarayev m.,3 otaqlı110 m²3/16 mərtəbə
240 000AZN,28 May m.,3 otaqlı139.3 m²8/16 mərtəbə
425 000AZN,Yeni Yasamal q.,4 otaqlı236 m²3/16 mərtəbə
140 000AZN,Gənclik m.,2 otaqlı34 m²7/16 mərtəbə
280 000AZN,8 Noyabr m.,3 otaqlı108 m²2/7 mərtəbə
325 000AZN,Nəriman Nərimanov m.,3 otaqlı128 m²12/16 mərtəbə
155 000AZN,Memar Əcəmi m.,2 otaqlı55 m²12/18 mərtəbə
105 000AZN,Neftçilər m.,1 otaqlı40 m²3/5 mərtəbə
112 000AZN,Qara Qarayev m.,2 otaqlı35 m²3/5 mərtəbə
276 000AZN,Nərimanov r.,3 otaqlı78 m²7/18 mərtəbə
515 000AZN,Ağ şəhər q.,3 otaqlı113 m²3/7 mərtəbə
115 000AZN,Xalqlar Dostluğu m.,2 otaqlı50 m²1/5 mərtəbə
520 000AZN,Gənclik m.,4 otaqlı210.5 m²7/16 mərtəbə
197 000AZN,Səbail r.,2 otaqlı90 m²2/6 mərtəbə
239 000AZN,Nəriman Nərimanov m.,2 otaqlı70 m²13/16 mərtəbə
183 000AZN,Xalqlar Dostluğu m.,3 otaqlı80 m²5/9 mərtəbə
330 140AZN,Nəsimi r.,2 otaqlı97.1 m²13/16 mərtəbə
495 000AZN,Nəriman Nərimanov m.,3 otaqlı138 m²6/14 mərtəbə
249 000AZN,Elmlər Akademiyası m.,2 otaqlı65 m²5/18 mərtəbə
150 000AZN,İnşaatçılar m.,2 otaqlı65 m²4/11 mərtəbə
335 000AZN,Şah İsmayıl Xətai m.,3 otaqlı130 m²13/14 mərtəbə
345 000AZN,8 Noyabr m.,3 otaqlı140 m²7/11 mərtəbə
380 000AZN,28 May m.,3 otaqlı168 m²16/18 mərtəbə
4 420 000AZN,Sahil m.,4 otaqlı221 m²14/22 mərtəbə
350 000AZN,Bayıl q.,3 otaqlı75 m²4/12 mərtəbə
299 000AZN,Qara Qarayev m.,3 otaqlı120 m²15/17 mərtəbə
